humidity,temperature,spo2,bp,dosha
51.68,37.35,92.82,107.63,Pitta
37.96,36.57,91.93,125.15,Pitta
36.32,36.75,94.2,147.23,Kapha
61.26,36.35,94.1,149.44,Kapha
59.92,37.12,94.01,119.56,Kapha
58.29,36.17,97.31,124.28,Kapha
62.41,37.5,90.49,102.01,Pitta
69.49,36.84,92.52,119.62,Pitta
58.69,37.5,93.93,112.87,Pitta
53.6,36.54,93.17,91.9,Pitta
58.25,38.24,92.69,136.92,Pitta
45.25,36.45,94.39,146.14,Kapha
35.59,37.37,90.39,94.56,Pitta
39.52,37.86,94.34,96.11,Kapha
69.31,36.82,95.11,137.09,Kapha
30.58,37.44,94.17,96.26,Kapha
39.9,36.44,99.31,144.31,Vata
63.04,37.83,95.32,120.94,Kapha
48.01,37.27,94.66,95.35,Kapha
60.47,37.64,94.31,135.03,Pitta
55.71,37.37,97.95,111.32,Kapha
63.68,37.96,97.94,94.19,Kapha
41.5,37.64,90.65,99.49,Pitta
63.79,38.35,96.4,102.33,Kapha
64.36,37.39,97.05,150.57,Kapha
55.74,38.08,92.47,131.52,Pitta
50.89,37.65,97.5,112.16,Kapha
31.48,36.01,93.71,144.97,Pitta
43.09,36.0,98.46,124.77,Kapha
64.95,37.42,99.25,137.7,Kapha
44.78,36.27,92.88,106.06,Pitta
46.99,36.6,96.25,91.28,Kapha
54.76,36.12,94.58,99.42,Kapha
58.4,37.67,98.59,138.42,Pitta
68.76,36.64,91.22,98.57,Pitta
46.52,38.05,91.6,106.66,Pitta
37.72,36.46,91.13,122.49,Pitta
40.07,36.63,91.02,114.31,Pitta
64.48,36.49,95.67,94.66,Kapha
53.27,36.55,96.87,105.09,Kapha
32.57,36.58,90.08,102.41,Pitta
46.19,36.72,97.52,103.29,Kapha
36.04,38.37,90.27,137.84,Pitta
66.2,37.93,91.36,150.25,Pitta
60.22,37.11,95.64,98.46,Kapha
37.48,36.45,95.61,145.24,Vata
35.04,38.14,97.83,133.54,Pitta
54.47,37.07,95.56,150.47,Kapha
63.15,38.28,99.2,143.67,Pitta
45.02,38.24,91.72,109.18,Pitta
53.68,37.59,96.04,104.74,Kapha
36.37,37.14,92.0,91.8,Pitta
34.13,37.13,98.92,139.71,Kapha
34.64,37.0,95.09,140.0,Kapha
44.81,37.19,94.12,91.8,Kapha
57.49,36.38,92.08,122.22,Pitta
43.5,36.64,96.53,94.94,Kapha
51.11,38.4,94.72,103.46,Kapha
45.27,38.17,91.34,102.88,Pitta
48.48,37.38,99.86,146.31,Kapha
44.96,36.78,92.49,152.65,Pitta
64.5,36.53,99.09,153.68,Kapha
69.14,36.54,97.71,98.46,Kapha
42.44,36.04,93.81,127.14,Pitta
49.16,37.11,94.15,90.9,Kapha
64.98,38.08,95.03,130.97,Pitta
48.51,38.5,94.83,126.84,Kapha
62.92,36.93,99.43,147.84,Kapha
40.98,38.19,92.29,118.23,Pitta
45.77,38.09,95.74,134.42,Pitta
30.67,37.77,90.86,137.99,Pitta
46.63,36.06,92.97,112.73,Pitta
58.83,38.36,91.73,101.25,Pitta
43.34,37.05,91.61,110.89,Pitta
51.23,37.72,92.46,121.48,Pitta
61.03,37.9,94.51,91.43,Kapha
51.17,37.1,96.25,156.56,Kapha
68.83,37.9,96.63,132.86,Pitta
38.61,37.39,96.17,94.36,Kapha
35.86,36.49,91.32,93.24,Pitta
50.39,38.03,93.03,120.49,Pitta
51.49,36.2,90.32,152.34,Pitta
43.59,37.62,93.8,118.31,Pitta
53.16,37.19,96.48,139.08,Kapha
30.62,36.18,92.29,159.3,Pitta
55.77,37.58,90.2,136.22,Pitta
62.86,37.82,93.49,93.94,Pitta
65.23,37.09,91.46,99.76,Pitta
42.68,36.15,96.48,129.15,Kapha
30.03,37.51,97.51,150.85,Pitta
34.91,36.08,90.82,97.62,Pitta
44.64,36.75,98.88,129.34,Kapha
32.25,38.05,97.63,99.49,Kapha
65.09,37.83,91.26,95.28,Pitta
50.75,36.32,98.69,118.16,Kapha
47.73,37.33,90.9,138.26,Pitta
44.79,38.15,92.6,156.74,Pitta
41.3,38.12,91.12,129.57,Pitta
40.25,38.18,98.82,98.57,Kapha
37.2,38.28,97.23,99.6,Kapha
68.77,36.45,98.41,117.13,Kapha
55.53,37.13,96.5,96.91,Kapha
42.54,36.09,98.75,136.51,Kapha
32.83,36.31,98.2,141.74,Vata
41.09,38.01,92.29,142.69,Pitta
48.65,38.5,99.5,130.92,Pitta
69.45,37.63,93.51,156.25,Pitta
44.03,37.65,91.5,148.1,Pitta
63.0,38.31,93.56,110.26,Pitta
57.51,36.71,99.24,101.96,Kapha
33.37,37.52,98.3,124.05,Kapha
59.38,36.21,93.63,142.18,Pitta
48.26,36.13,93.96,111.04,Pitta
61.7,38.31,94.88,104.13,Kapha
54.21,36.95,96.3,130.79,Kapha
67.75,37.92,96.91,112.67,Kapha
62.26,36.15,95.09,103.11,Kapha
42.69,36.15,90.48,146.81,Pitta
67.86,37.24,93.33,128.47,Pitta
33.05,37.49,98.45,95.3,Kapha
62.2,36.12,94.79,143.35,Kapha
55.45,38.19,95.06,104.71,Kapha
68.84,36.16,91.11,97.51,Pitta
50.86,37.3,93.6,111.47,Pitta
46.06,36.48,92.28,136.33,Pitta
36.48,37.04,93.51,116.33,Pitta
53.2,36.39,93.92,153.78,Pitta
52.88,37.14,94.3,106.18,Kapha
59.08,38.33,90.06,128.99,Pitta
34.9,36.08,93.7,94.32,Pitta
48.5,36.3,90.03,148.75,Pitta
67.93,38.4,93.34,123.93,Pitta
56.56,36.6,93.83,105.67,Pitta
56.32,37.84,96.34,104.04,Kapha
63.32,36.57,99.43,97.2,Kapha
32.22,38.39,92.43,143.39,Pitta
57.38,36.82,94.62,130.94,Kapha
51.9,37.52,96.18,108.26,Kapha
35.02,37.21,90.51,154.66,Pitta
54.7,36.95,91.44,97.28,Pitta
57.23,37.48,90.63,92.7,Pitta
31.16,36.1,90.92,156.98,Pitta
50.27,36.72,91.81,132.13,Pitta
49.02,36.5,91.49,101.23,Pitta
68.94,36.93,90.22,122.14,Pitta
38.09,37.99,96.11,145.05,Pitta
48.9,36.2,93.2,98.37,Pitta
48.27,36.86,90.56,156.41,Pitta
53.51,36.86,94.17,134.7,Kapha
63.15,37.43,98.15,144.53,Kapha
47.75,38.17,98.72,101.88,Kapha
68.39,38.12,98.75,157.34,Pitta
30.6,37.73,97.03,145.35,Pitta
30.93,36.22,91.7,121.25,Pitta
51.85,37.19,93.96,104.0,Pitta
42.21,36.76,94.61,142.98,Kapha
55.23,37.22,99.51,111.47,Kapha
63.83,37.26,90.78,105.28,Pitta
41.75,36.34,90.89,128.92,Pitta
33.35,38.25,97.48,123.61,Kapha
32.93,36.66,97.49,129.81,Kapha
32.78,36.41,94.96,133.97,Vata
43.14,37.44,98.22,99.37,Kapha
46.11,36.92,90.35,129.29,Pitta
43.19,38.25,98.09,116.04,Kapha
64.71,36.04,99.93,150.67,Kapha
59.31,36.48,99.67,113.32,Kapha
42.81,38.36,90.71,113.38,Pitta
41.7,38.26,99.81,156.32,Pitta
36.26,38.11,97.04,125.76,Kapha
41.46,36.65,96.3,98.23,Kapha
33.68,36.53,93.44,123.55,Pitta
56.95,36.74,95.54,140.86,Kapha
67.77,38.31,92.54,96.48,Pitta
64.41,37.58,93.53,97.54,Pitta
47.55,36.88,90.63,98.25,Pitta
65.55,38.02,95.06,94.78,Kapha
50.36,37.87,99.81,137.07,Pitta
38.52,36.87,98.78,130.85,Kapha
51.46,37.58,91.08,156.13,Pitta
52.91,38.11,95.15,95.69,Kapha
66.47,38.0,94.08,106.12,Kapha
49.38,38.14,93.22,146.13,Pitta
57.01,36.02,90.01,137.26,Pitta
48.9,37.41,94.55,95.95,Kapha
57.34,38.15,97.11,119.98,Kapha
44.25,37.06,96.88,124.31,Kapha
32.7,38.02,91.48,107.83,Pitta
41.28,37.21,94.92,93.69,Kapha
63.34,37.67,99.42,128.45,Kapha
63.31,37.14,99.46,121.49,Kapha
47.73,38.18,90.03,113.61,Pitta
66.51,36.32,99.25,156.05,Kapha
44.36,38.01,90.4,117.59,Pitta
47.18,37.68,98.41,99.85,Kapha
39.64,36.71,96.24,108.88,Kapha
31.22,37.23,99.63,106.56,Kapha
61.02,37.51,94.04,138.62,Pitta
66.82,37.16,91.63,101.48,Pitta
47.34,36.45,90.67,122.48,Pitta
37.34,38.46,93.78,98.27,Pitta
65.35,37.85,95.91,148.93,Pitta
47.94,37.73,93.32,150.61,Pitta
52.97,36.69,97.25,126.31,Kapha
47.3,37.44,90.42,143.65,Pitta
51.48,37.89,93.6,129.95,Pitta
42.83,38.5,94.11,119.56,Kapha
48.74,37.36,99.38,152.67,Kapha
62.38,36.56,99.88,128.5,Kapha
59.96,37.76,95.52,149.86,Pitta
68.43,36.01,92.9,120.81,Pitta
41.0,36.97,97.62,158.31,Kapha
46.12,37.83,93.22,159.3,Pitta
59.95,37.09,92.18,135.16,Pitta
41.5,38.06,93.48,136.82,Pitta
56.97,37.69,90.95,136.73,Pitta
52.99,38.0,94.64,155.04,Pitta
52.21,38.3,90.25,124.46,Pitta
48.73,37.96,94.57,158.77,Pitta
30.48,36.27,99.51,96.32,Vata
42.16,38.04,93.24,155.46,Pitta
57.47,36.91,96.89,148.61,Kapha
46.45,36.5,95.11,126.2,Kapha
64.31,37.13,94.67,115.97,Kapha
57.35,38.42,94.61,145.46,Pitta
44.88,36.59,91.73,137.86,Pitta
46.86,36.63,90.58,138.3,Pitta
42.79,37.11,92.32,146.94,Pitta
57.89,37.77,90.74,121.09,Pitta
40.05,37.33,93.95,122.7,Pitta
47.11,38.1,92.12,91.3,Pitta
47.28,36.51,98.12,120.47,Kapha
39.7,36.35,97.52,149.6,Vata
48.51,37.16,94.43,151.49,Kapha
50.45,36.65,97.97,93.47,Kapha
54.21,37.06,94.84,101.28,Kapha
34.94,36.03,95.25,94.33,Vata
55.34,36.44,90.03,98.68,Pitta
62.41,37.43,97.75,103.56,Kapha
68.89,37.99,93.23,139.77,Pitta
69.91,37.6,94.96,156.07,Pitta
32.73,36.57,92.03,110.76,Pitta
46.93,36.45,90.46,111.49,Pitta
52.1,37.54,98.29,132.99,Pitta
30.65,36.21,91.42,91.6,Pitta
54.72,36.06,90.08,127.22,Pitta
65.77,37.44,94.12,107.06,Kapha
46.19,38.33,94.02,153.76,Pitta
50.64,38.17,90.53,108.26,Pitta
30.03,38.49,98.84,95.68,Kapha
50.1,36.97,95.53,129.92,Kapha
55.85,36.82,98.02,108.98,Kapha
50.7,36.95,90.69,151.0,Pitta
36.95,38.48,93.98,155.64,Pitta
42.5,37.89,92.76,150.27,Pitta
43.17,37.76,97.34,147.73,Pitta
52.65,36.6,94.9,123.6,Kapha
41.39,37.32,98.06,119.55,Kapha
33.62,37.69,94.64,120.07,Kapha
53.44,36.54,91.12,115.4,Pitta
38.87,36.69,95.03,154.35,Kapha
39.68,37.02,93.09,92.86,Pitta
65.44,37.36,98.81,100.7,Kapha
38.86,36.9,96.66,113.74,Kapha
35.17,38.14,93.0,119.37,Pitta
45.02,37.15,94.64,105.15,Kapha
45.45,37.87,97.26,144.78,Pitta
35.33,38.09,92.83,134.52,Pitta
33.08,36.11,97.32,131.13,Vata
35.78,37.54,96.51,124.36,Kapha
41.23,37.08,92.03,123.34,Pitta
53.69,37.85,90.29,142.44,Pitta
62.75,36.81,98.06,133.36,Kapha
34.63,37.26,92.2,158.01,Pitta
66.48,37.3,97.91,127.45,Kapha
42.8,37.17,97.85,131.43,Kapha
64.37,36.37,93.93,124.5,Pitta
38.71,37.07,94.2,93.21,Kapha
66.66,36.98,92.68,117.27,Pitta
69.65,36.64,96.44,135.65,Kapha
66.29,37.84,99.36,139.96,Pitta
60.94,36.51,92.31,114.26,Pitta
47.03,37.8,92.64,139.53,Pitta
49.2,37.6,96.91,112.38,Kapha
40.36,37.48,96.25,147.78,Kapha
65.14,37.6,90.22,96.34,Pitta
55.4,37.69,98.59,101.49,Kapha
59.5,37.12,99.89,104.41,Kapha
63.22,37.19,92.96,126.52,Pitta
46.05,36.47,99.36,152.93,Kapha
34.55,38.06,95.36,126.49,Kapha
50.15,36.58,94.91,93.91,Kapha
62.66,36.82,99.94,95.62,Kapha
66.67,37.17,98.78,158.95,Kapha
44.95,38.11,94.7,94.62,Kapha
55.24,38.15,93.68,155.45,Pitta
60.83,36.12,94.34,100.95,Kapha
30.8,38.2,97.59,103.09,Kapha
46.7,38.31,96.71,141.92,Pitta
60.24,36.08,94.56,131.03,Kapha
34.66,37.58,96.5,91.2,Kapha
42.33,37.81,91.64,90.35,Pitta
47.51,38.28,94.32,135.19,Pitta
38.09,38.48,98.84,123.73,Kapha
65.35,37.22,98.37,115.11,Kapha
43.25,38.02,98.35,148.44,Pitta
68.78,36.19,91.46,159.22,Pitta
58.36,36.31,90.91,96.5,Pitta
44.17,38.0,93.67,155.05,Pitta
47.12,38.36,90.63,108.14,Pitta
45.54,37.76,95.78,155.41,Pitta
63.44,37.26,90.72,123.21,Pitta
52.48,37.21,95.23,116.01,Kapha
58.1,38.06,94.09,95.25,Kapha
37.8,37.93,93.87,153.12,Pitta
53.41,38.13,99.83,126.09,Kapha
69.32,37.18,98.76,145.11,Kapha
36.01,37.0,99.57,104.68,Kapha
48.16,38.32,91.07,97.77,Pitta
48.09,37.35,96.15,145.58,Kapha
62.44,36.53,97.75,129.38,Kapha
66.15,36.28,95.94,111.99,Kapha
69.81,38.21,96.73,152.85,Pitta
69.48,37.87,99.36,140.52,Pitta
37.06,37.55,98.85,103.81,Kapha
44.14,36.04,93.09,111.95,Pitta
40.98,37.65,90.18,120.36,Pitta
41.75,36.76,99.8,157.53,Kapha
42.92,36.3,93.25,97.19,Pitta
35.03,37.99,96.35,150.91,Pitta
44.6,37.56,92.53,128.67,Pitta
50.64,36.97,98.57,118.99,Kapha
66.63,36.86,94.21,107.95,Kapha
68.0,36.84,91.82,141.43,Pitta
44.99,37.69,93.76,99.32,Pitta
68.26,36.98,99.08,107.23,Kapha
36.9,37.36,90.69,121.97,Pitta
69.83,38.1,90.31,105.09,Pitta
44.98,37.3,96.99,129.39,Kapha
57.66,37.54,96.21,125.19,Kapha
64.03,36.96,90.45,154.76,Pitta
50.52,36.83,97.43,148.83,Kapha
35.98,38.41,93.36,124.65,Pitta
36.31,37.09,96.39,105.23,Kapha
46.45,36.08,96.56,152.31,Kapha
55.55,38.17,96.52,148.87,Pitta
44.04,37.23,96.72,126.02,Kapha
62.61,36.31,91.59,137.35,Pitta
64.74,37.73,95.12,134.48,Pitta
49.31,36.96,95.56,158.54,Kapha
68.42,38.39,95.04,122.24,Kapha
37.04,36.95,99.67,149.82,Kapha
57.01,36.27,94.96,133.35,Kapha
48.07,37.12,98.75,117.86,Kapha
66.56,36.32,98.73,132.25,Kapha
49.07,38.34,93.71,92.35,Pitta
56.7,38.07,91.26,155.79,Pitta
48.72,38.05,95.16,134.11,Pitta
43.8,36.96,91.08,130.77,Pitta
66.65,36.41,97.92,116.98,Kapha
48.28,37.88,96.96,153.21,Pitta
49.29,36.15,96.03,99.13,Kapha
40.73,36.19,92.95,141.4,Pitta
35.16,36.51,99.87,94.1,Kapha
53.82,36.22,95.0,103.65,Kapha
47.48,36.06,94.0,137.87,Kapha
54.11,38.01,99.09,130.39,Pitta
38.08,36.56,97.94,135.2,Kapha
61.9,36.76,98.25,147.34,Kapha
61.69,37.4,97.02,109.24,Kapha
47.21,36.82,97.81,112.72,Kapha
55.08,37.51,92.88,154.66,Pitta
38.03,36.62,94.15,158.18,Kapha
49.45,37.73,99.12,145.63,Pitta
52.92,37.79,97.32,126.93,Kapha
35.83,38.15,92.5,148.88,Pitta
46.99,36.81,99.06,156.06,Kapha
48.95,37.14,92.96,117.38,Pitta
67.28,36.83,98.09,139.31,Kapha
39.76,38.21,98.46,157.15,Pitta
57.63,36.19,96.13,140.42,Kapha
56.52,37.82,99.37,142.31,Pitta
66.84,36.72,98.93,131.44,Kapha
45.05,36.22,96.68,150.77,Kapha
35.93,37.59,99.12,134.41,Pitta
62.45,38.45,91.4,114.37,Pitta
68.81,38.08,90.84,101.89,Pitta
59.64,37.8,93.35,95.73,Pitta
30.3,37.78,92.65,135.4,Pitta
40.76,38.44,94.79,113.81,Kapha
44.71,37.19,97.15,101.32,Kapha
44.88,37.12,91.23,93.27,Pitta
40.08,36.68,96.54,135.39,Kapha
65.78,37.63,91.29,144.42,Pitta
69.57,37.31,93.48,92.57,Pitta
65.35,36.52,91.34,153.67,Pitta
57.61,36.2,98.47,113.33,Kapha
41.41,37.82,94.48,140.15,Pitta
45.21,38.43,95.34,96.19,Kapha
41.41,36.88,90.58,131.46,Pitta
54.68,36.29,97.87,133.28,Kapha
34.78,37.46,95.98,112.25,Kapha
37.69,38.49,96.96,141.9,Pitta
43.87,37.28,98.53,107.54,Kapha
63.59,36.99,99.05,155.89,Kapha
36.67,38.32,91.25,147.84,Pitta
59.59,36.8,96.57,137.12,Kapha
49.06,36.61,93.59,154.45,Pitta
53.59,36.9,96.32,136.16,Kapha
33.16,36.18,92.7,120.78,Pitta
37.43,38.4,92.57,143.89,Pitta
56.54,36.41,98.27,133.27,Kapha
60.45,36.27,91.89,151.08,Pitta
56.69,37.57,95.85,130.27,Pitta
47.07,36.92,90.21,135.46,Pitta
51.48,36.04,92.29,117.85,Pitta
43.6,38.25,94.8,105.04,Kapha
49.09,36.82,90.17,155.4,Pitta
56.32,36.88,95.98,152.23,Kapha
39.13,38.28,93.91,126.43,Pitta
62.26,36.52,97.73,147.41,Kapha
48.65,36.31,93.1,104.08,Pitta
56.2,36.96,94.65,148.96,Kapha
41.49,37.8,91.31,99.98,Pitta
68.18,38.18,96.9,118.76,Kapha
67.55,37.92,90.93,153.41,Pitta
53.64,37.34,92.45,133.9,Pitta
33.68,37.57,98.66,103.45,Kapha
37.18,37.21,97.51,100.66,Kapha
47.78,38.27,94.88,146.11,Pitta
68.56,36.57,91.88,124.03,Pitta
54.23,36.21,91.28,121.05,Pitta
47.57,37.31,99.55,91.67,Kapha
32.92,38.27,99.32,105.98,Kapha
38.46,36.11,90.43,132.45,Pitta
31.99,37.54,92.53,116.82,Pitta
34.75,38.34,91.65,133.51,Pitta
40.47,36.64,90.79,149.58,Pitta
31.47,37.1,94.17,134.58,Kapha
60.99,36.94,98.45,101.23,Kapha
40.95,37.72,92.27,114.93,Pitta
56.89,37.76,96.53,116.14,Kapha
49.7,38.37,98.3,122.7,Kapha
51.52,36.79,93.91,129.3,Pitta
37.44,36.44,91.42,109.59,Pitta
60.44,38.26,97.17,95.03,Kapha
40.27,37.67,99.08,149.24,Pitta
30.58,37.69,91.32,104.56,Pitta
35.07,37.34,91.49,92.2,Pitta
42.02,36.03,94.8,109.71,Kapha
44.63,36.96,90.27,133.56,Pitta
30.52,37.75,92.59,103.91,Pitta
51.45,36.96,92.32,130.77,Pitta
39.89,37.9,99.85,131.21,Pitta
46.84,37.69,96.64,123.45,Kapha
56.04,36.58,99.16,136.28,Kapha
59.7,36.31,94.18,110.12,Kapha
63.77,37.31,94.23,145.6,Kapha
43.34,36.23,98.39,106.45,Kapha
65.32,37.87,91.78,153.75,Pitta
42.4,36.65,98.56,125.17,Kapha
56.95,37.56,95.34,138.58,Pitta
40.11,37.21,93.38,132.28,Pitta
35.36,36.74,91.27,142.53,Pitta
39.6,37.0,96.66,128.86,Kapha
50.69,36.77,91.01,139.63,Pitta
37.22,36.44,98.43,136.19,Vata
53.59,37.41,94.48,90.36,Kapha
59.87,38.06,93.81,104.76,Pitta
44.45,36.38,93.54,113.18,Pitta
56.67,36.98,93.83,102.91,Pitta
35.81,38.12,98.46,126.38,Kapha
49.41,37.79,92.91,135.24,Pitta
37.76,36.21,94.25,105.23,Vata
41.17,36.52,97.46,143.41,Kapha
53.84,36.85,91.67,142.87,Pitta
66.22,36.46,99.08,158.31,Kapha
60.65,37.87,96.72,141.32,Pitta
47.21,37.38,99.99,143.19,Kapha
40.67,38.23,99.33,127.1,Kapha
34.22,36.26,98.15,146.94,Vata
64.28,36.86,99.78,118.63,Kapha
46.59,38.47,92.39,100.12,Pitta
54.41,37.39,93.04,134.72,Pitta
69.77,38.5,95.41,104.99,Kapha
66.26,37.14,94.96,149.72,Kapha
35.41,36.25,97.52,148.68,Vata
62.32,37.72,90.81,96.44,Pitta
64.58,36.98,99.26,129.43,Kapha
69.81,38.35,96.71,113.93,Kapha
62.06,36.73,99.89,143.88,Kapha
66.63,37.89,93.8,118.85,Pitta
69.1,36.88,92.62,96.17,Pitta
56.08,36.95,90.35,93.67,Pitta
69.05,37.94,96.13,142.64,Pitta
49.91,37.79,90.72,114.64,Pitta
39.79,36.43,95.08,156.71,Vata
30.88,37.76,97.76,90.26,Kapha
42.68,38.32,96.76,109.34,Kapha
43.21,37.45,93.13,155.66,Pitta
65.83,37.98,93.0,113.46,Pitta
66.56,37.33,94.46,97.74,Kapha
34.11,37.37,90.11,151.08,Pitta
34.19,36.29,94.3,125.78,Vata
46.02,37.94,91.02,150.49,Pitta
62.56,36.37,90.25,102.94,Pitta
57.51,36.42,94.43,113.42,Kapha
40.97,38.33,97.65,103.03,Kapha
45.09,36.95,92.07,145.15,Pitta
32.28,37.19,97.12,151.21,Kapha
55.58,36.95,98.61,109.92,Kapha
58.7,37.6,91.18,139.66,Pitta
66.93,37.6,93.44,143.99,Pitta
48.57,36.46,98.31,97.55,Kapha
34.27,36.67,91.97,141.92,Pitta
40.01,36.55,96.82,100.3,Kapha
40.1,37.47,90.57,113.99,Pitta
40.07,37.06,92.29,110.99,Pitta
64.98,36.92,98.66,117.58,Kapha
32.09,36.19,98.54,96.85,Vata
45.25,36.18,93.41,150.31,Pitta
67.54,36.98,98.44,133.7,Kapha
69.7,38.33,94.59,150.23,Pitta
43.04,38.3,92.93,109.42,Pitta
50.68,36.16,99.08,94.16,Kapha
50.03,37.49,98.1,111.35,Kapha
32.61,36.49,98.47,159.78,Vata
57.38,37.0,94.9,114.78,Kapha
53.36,37.87,95.18,139.23,Pitta
68.19,37.26,93.24,111.77,Pitta
56.64,38.07,92.23,135.32,Pitta
45.85,37.55,91.19,121.71,Pitta
67.4,36.53,95.47,155.56,Kapha
51.2,36.84,99.13,112.49,Kapha
63.78,37.3,93.12,123.76,Pitta
35.85,36.42,92.46,135.8,Pitta
38.7,37.02,94.34,151.3,Kapha
67.75,36.32,96.55,155.29,Kapha
42.43,36.65,92.47,121.28,Pitta
69.98,36.65,96.11,117.48,Kapha
62.68,38.12,97.59,135.05,Pitta
56.75,38.49,91.21,133.79,Pitta
67.9,37.85,91.07,90.93,Pitta
47.53,36.2,96.52,154.4,Kapha
46.07,37.98,94.63,104.8,Kapha
63.93,36.22,95.13,90.59,Kapha
56.73,37.32,94.39,112.39,Kapha
53.85,37.8,93.2,101.24,Pitta
47.04,37.24,96.02,158.08,Kapha
49.22,38.33,91.62,139.89,Pitta
37.12,36.51,93.09,101.93,Pitta
41.42,38.01,99.06,120.7,Kapha
40.39,38.02,91.35,133.55,Pitta
31.89,36.44,91.44,132.86,Pitta
47.78,37.32,92.56,145.79,Pitta
55.27,36.2,91.08,158.67,Pitta
39.37,36.79,91.2,92.31,Pitta
66.15,36.03,92.71,145.08,Pitta
69.63,36.38,98.57,118.6,Kapha
41.85,37.44,99.34,97.01,Kapha
40.55,36.54,96.93,132.04,Kapha
40.98,37.93,95.11,90.5,Kapha
32.27,36.06,95.89,120.14,Vata
45.76,36.61,99.74,93.91,Kapha
63.28,36.13,92.63,113.43,Pitta
33.91,37.45,97.11,145.98,Kapha
59.95,37.62,98.67,143.17,Pitta
58.28,36.86,96.27,126.92,Kapha
54.31,37.81,92.11,122.71,Pitta
38.1,38.03,93.23,137.69,Pitta
64.78,36.24,91.92,93.76,Pitta
57.33,37.85,92.87,124.09,Pitta
34.2,36.27,91.95,97.13,Pitta
42.01,36.88,99.13,118.81,Kapha
33.47,37.53,96.21,137.1,Pitta
54.75,36.47,92.58,148.78,Pitta
37.51,36.81,95.23,137.75,Kapha
59.58,36.88,93.43,154.01,Pitta
60.15,36.16,98.83,119.65,Kapha
35.25,38.14,97.79,114.69,Kapha
52.96,36.55,96.9,151.74,Kapha
58.31,36.63,90.09,128.78,Pitta
57.09,37.56,98.95,159.08,Pitta
63.27,37.56,99.05,137.82,Pitta
57.68,37.15,93.67,143.21,Pitta
49.05,38.29,95.14,100.43,Kapha
59.89,38.02,92.62,129.7,Pitta
47.61,36.79,99.26,110.49,Kapha
55.9,36.02,99.2,98.88,Kapha
42.57,37.87,93.87,130.41,Pitta
49.0,37.53,91.43,138.18,Pitta
55.77,36.98,95.64,146.64,Kapha
36.36,38.38,97.73,156.8,Pitta
33.09,37.35,91.7,140.55,Pitta
56.66,37.41,92.21,159.13,Pitta
36.81,37.89,96.35,159.69,Pitta
31.47,37.57,95.17,115.08,Kapha
56.18,36.45,91.42,104.46,Pitta
68.95,36.93,90.71,124.42,Pitta
61.21,38.16,91.68,102.78,Pitta
60.89,37.79,91.7,132.23,Pitta
59.79,37.84,99.57,157.56,Pitta
38.93,37.1,99.92,133.6,Kapha
41.31,37.46,94.34,116.84,Kapha
47.5,38.41,95.77,101.48,Kapha
32.9,38.28,91.55,116.45,Pitta
49.83,37.47,94.36,103.34,Kapha
43.92,37.98,90.93,114.1,Pitta
46.27,36.41,90.44,158.57,Pitta
65.3,37.54,96.06,105.38,Kapha
53.82,37.24,92.31,111.38,Pitta
45.23,38.23,90.8,153.26,Pitta
59.57,37.2,91.79,104.35,Pitta
59.48,38.15,98.18,130.8,Pitta
37.25,36.12,95.06,158.32,Vata
51.86,38.33,94.42,127.15,Kapha
59.38,38.2,91.7,155.69,Pitta
40.37,37.66,97.38,114.9,Kapha
57.69,37.78,99.77,127.66,Kapha
41.59,37.92,90.73,135.85,Pitta
48.06,36.44,98.01,117.0,Kapha
67.63,38.43,90.48,140.4,Pitta
56.06,38.36,90.31,138.6,Pitta
49.38,36.25,91.76,109.7,Pitta
41.67,36.14,93.33,139.03,Pitta
53.68,36.48,94.65,142.15,Kapha
39.62,38.07,96.53,128.33,Kapha
35.54,37.63,97.79,128.44,Kapha
69.57,37.89,93.44,155.7,Pitta
33.55,37.25,98.35,144.79,Kapha
44.29,37.37,98.91,98.49,Kapha
58.46,37.36,95.58,121.85,Kapha
43.72,37.42,97.85,124.92,Kapha
51.65,36.09,95.23,157.29,Kapha
67.69,37.18,95.99,128.85,Kapha
40.7,37.62,94.21,122.24,Kapha
64.96,37.25,96.28,113.75,Kapha
38.92,37.83,95.06,157.13,Pitta
64.42,36.19,98.97,142.28,Kapha
32.91,38.02,95.53,113.23,Kapha
34.67,38.46,92.64,147.48,Pitta
37.43,37.76,96.5,97.61,Kapha
59.49,37.08,90.33,141.09,Pitta
34.91,37.29,98.72,144.95,Kapha
51.14,38.36,93.4,121.41,Pitta
42.3,36.62,90.51,149.6,Pitta
62.63,37.28,92.33,157.65,Pitta
35.3,36.86,97.45,129.07,Kapha
38.98,38.17,99.33,147.66,Pitta
42.15,36.4,94.08,140.35,Kapha
39.85,36.4,91.77,91.15,Pitta
60.62,36.91,90.34,98.22,Pitta
44.08,36.26,98.74,98.85,Kapha
51.97,36.6,95.92,91.11,Kapha
45.6,36.96,91.85,159.77,Pitta
37.49,36.48,96.67,158.31,Vata
54.73,37.83,94.02,127.47,Kapha
32.12,37.43,92.97,93.82,Pitta
45.38,36.54,91.93,91.36,Pitta
32.22,37.64,91.75,130.72,Pitta
53.84,37.32,92.71,157.76,Pitta
39.68,36.36,99.63,130.67,Vata
68.42,37.53,92.53,90.02,Pitta
39.79,36.22,95.34,133.03,Vata
68.11,37.55,91.02,156.36,Pitta
41.62,38.36,90.62,150.27,Pitta
